R1	R2	R3	P1	P2	P3	P4	P5	A	B	C	D	E	Distr	Type	T_min	T_max	Formula	Number	n3	n4	comment	enthalpy
CO2	H3+		H2	HOCO+				1.9e-09	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2185	1	1		-125.25523137285596
H2O	H3+		H2	H3O+				1.0	1.73e-09	5.41	2.0	0.0	logn	4	10.0	800.0	4	2186	1	1		-270.749732539552
H2S	H3+		H2	H3S+				1.0	2.67e-09	1.77	2.0	0.0	logn	4	10.0	234.0	4	2187	1	1		-288.36542898785126
H2S	H3+		H2	H3S+				1.0	2.67e-09	1.77	2.0	0.0	logn	4	234.0	800.0	5	2187	2	1		-288.36542898785126
HCN	H3+		H2	HCNH+				1.0	2.25e-09	6.61	2.0	0.0	logn	4	10.0	800.0	4	2188	1	1		-293.0190755824582
HCO	H3+		H2	H2CO+				1.0	2.26e-09	3.58	2.0	0.0	logn	4	10.0	800.0	4	2189	1	1		-215.9324468403067
HCP	H3+		H2	PCH2+				1.0	3.21e-09	0.641	2.0	0.0	logn	4	10.0	31.0	4	2190	1	1		-266.9221812044746
HCP	H3+		H2	PCH2+				1.0	3.21e-09	0.641	2.0	0.0	logn	4	31.0	800.0	5	2190	2	1		-266.9221812044746
HCS	H3+		H2	H2CS+				1.0	3.09e-09	1.52	2.0	0.0	logn	4	10.0	174.0	4	2191	1	1		-380.37758003202435
HCS	H3+		H2	H2CS+				1.0	3.09e-09	1.52	2.0	0.0	logn	4	174.0	800.0	5	2191	2	1		-380.37758003202435
HCSi	H3+		H2	CH2Si+				1.0	3.62e-09	0.185	2.0	0.0	logn	4	10.0	800.0	5	2192	1	1		-353.7385461177519
HNC	H3+		H2	HCNH+				1.0	2.35e-09	6.5	2.0	0.0	logn	4	10.0	800.0	4	2193	1	1		-352.8649818147456
HNO	H3+		H2	H2NO+				1.0	2.08e-09	3.99	2.0	0.0	logn	4	10.0	800.0	4	2194	1	1		-281.61655446890325
HNSi	H3+		H2	HSiNH+				1.0	3.31e-09	0.377	2.0	0.0	logn	4	10.0	11.0	4	2195	1	1		-196.02409272878853
HNSi	H3+		H2	HSiNH+				1.0	3.31e-09	0.377	2.0	0.0	logn	4	11.0	800.0	5	2195	2	1		-196.02409272878853
HPO	H3+		H2	H2PO+				1.0	2.86e-09	3.9	2.0	0.0	logn	4	10.0	800.0	4	2196	1	1		-236.2970603764617
HSS	H3+		H2	H2S2+				1.0	3.52e-09	1.97	2.0	0.0	logn	4	10.0	292.0	4	2197	1	1		-319.9550798241684
HSS	H3+		H2	H2S2+				1.0	3.52e-09	1.97	2.0	0.0	logn	4	292.0	800.0	5	2197	2	1		-319.9550798241684
NaOH	H3+		H2	NaH2O+				1.0	2.43e-09	14.2	2.0	0.0	logn	4	10.0	800.0	4	2198	1	1		-674.1583449911018
NH2	H3+		H2	NH3+				1.0	1.97e-09	4.6	2.0	0.0	logn	4	10.0	800.0	4	2199	1	1		-360.05868695625475
NO2	H3+		H2	OH	NO+			1.0	2.35e-09	0.651	2.0	0.0	logn	4	10.0	32.0	4	2200	1	1		-144.37060565889277
NO2	H3+		H2	OH	NO+			1.0	2.35e-09	0.651	2.0	0.0	logn	4	32.0	800.0	5	2200	2	1		-144.37060565889277
OCS	H3+		H2	HOCS+				1.0	3.15e-09	1.09	2.0	0.0	logn	4	10.0	90.0	4	2201	1	1		-190.73336851071537
OCS	H3+		H2	HOCS+				1.0	3.15e-09	1.09	2.0	0.0	logn	4	90.0	800.0	5	2201	2	1		-190.73336851071537
PH2	H3+		H2	PH3+				1.0	2.93e-09	0.911	2.0	0.0	logn	4	10.0	63.0	4	2202	1	1		-286.47698545902216
PH2	H3+		H2	PH3+				1.0	2.93e-09	0.911	2.0	0.0	logn	4	63.0	800.0	5	2202	2	1		-286.47698545902216
c-SiC2	H3+		H2	SiC2H+				1.0	3.62e-09	3.2	2.0	0.0	logn	4	10.0	770.0	4	2203	1	1		-516.4751875642762
c-SiC2	H3+		H2	SiC2H+				1.0	3.62e-09	3.2	2.0	0.0	logn	4	770.0	800.0	5	2203	2	1		-516.4751875642762
SiH2	H3+		H2	SiH3+				1.0	3.24e-09	0.207	2.0	0.0	logn	4	10.0	800.0	5	2204	1	1		-399.78979337072064
SiNC	H3+		H2	SiNCH+				1.0	3.8e-09	3.37	2.0	0.0	logn	4	10.0	800.0	4	2205	1	1		-363.412437899611
SiO2	H3+		H2	HSiO2+				1.14e-09	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2206	1	1		-273.67835461409754
SO2	H3+		H2	HSO2+				1.0	2.7e-09	2.96	2.0	0.0	logn	4	10.0	655.0	4	2207	1	1		-34.95007553869434
SO2	H3+		H2	HSO2+				1.0	2.7e-09	2.96	2.0	0.0	logn	4	655.0	800.0	5	2207	2	1		-34.95007553869434
C2H2	H3+		H2	C2H3+				3.5e-09	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2208	1	1		-216.36141156499383
c-C3H	H3+		H2	c-C3H2+				1.0	3.08e-09	4.13	2.0	0.0	logn	4	10.0	800.0	4	2209	1	1		-444.6993943718642
l-C3H	H3+		H2	l-C3H2+				1.0	3.25e-09	5.3	2.0	0.0	logn	4	10.0	800.0	4	2210	1	1		-279.45203959398003
C3N	H3+		H2	HC3N+				1.0	3.32e-09	4.18	2.0	0.0	logn	4	10.0	800.0	4	2211	1	1		-340.74195255785907
C3O	H3+		H2	HC3O+				1.0	3.42e-09	3.49	2.0	0.0	logn	4	10.0	800.0	4	2212	1	1	modified by Urso 24/6/2016 from Loison 2014	-443.4720517933602
C3P	H3+		H2	PC3H+				1.0	4.48e-09	4.17	2.0	0.0	logn	4	10.0	800.0	4	2213	1	1		-489.30191686935524
C3S	H3+		H2	HC3S+				1.0	4.29e-09	4.39	2.0	0.0	logn	4	10.0	800.0	4	2214	1	1		-500.08266702588776
C4	H3+		H2	C4H+				2e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2215	1	1		-402.6556318591149
CH3	H3+		H2	CH4+				2.1e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2216	1	1		-115.11312363831811
H2CO	H3+		H2	H2COH+				1.0	2.29e-09	5.15	2.0	0.0	logn	4	10.0	800.0	4	2217	1	1		-294.9224056974404
H2CS	H3+		H2	H3CS+				1.0	3.12e-09	2.61	2.0	0.0	logn	4	10.0	510.0	4	2218	1	1		-229.23325710837858
H2CS	H3+		H2	H3CS+				1.0	3.12e-09	2.61	2.0	0.0	logn	4	510.0	800.0	5	2218	2	1		-229.23325710837858
HSSH	H3+		H2	H3S2+				1.0	3.54e-09	1.49	2.0	0.0	logn	4	10.0	167.0	4	2219	1	1		-310.61693700783167
HSSH	H3+		H2	H3S2+				1.0	3.54e-09	1.49	2.0	0.0	logn	4	167.0	800.0	5	2219	2	1		-310.61693700783167
H2SiO	H3+		H2	H3SiO+				1.0	2.98e-09	6.08	2.0	0.0	logn	4	10.0	800.0	4	2220	1	1		-427.23314927145606
HCCP	H3+		H2	PC2H2+				1.0	3.77e-09	1.39	2.0	0.0	logn	4	10.0	146.0	4	2221	1	1		-407.2089055809607
HCCP	H3+		H2	PC2H2+				1.0	3.77e-09	1.39	2.0	0.0	logn	4	146.0	800.0	5	2221	2	1		-407.2089055809607
NH3	H3+		H2	NH4+				1.0	2.12e-09	3.65	2.0	0.0	logn	4	10.0	800.0	4	2222	1	1		-434.10979638318764
HCCSi	H3+		H2	SiC2H2+				1.0	4.1e-09	1.11	2.0	0.0	logn	4	10.0	94.0	4	2223	1	1		-408.4234094634131
HCCSi	H3+		H2	SiC2H2+				1.0	4.1e-09	1.11	2.0	0.0	logn	4	94.0	800.0	5	2223	2	1		-408.4234094634131
l-SiC3	H3+		H2	SiC3H+				1.0	4.77e-09	4.15	2.0	0.0	logn	4	10.0	800.0	4	2224	1	1		-566.4587514869178
SiCH2	H3+		H2	SiCH3+				1.0	3.71e-09	0.254	2.0	0.0	logn	4	10.0	800.0	5	2225	1	1		-453.6882668966306
SiH3	H3+		H2	SiH4+				1.0	3.19e-09	0.00771	2.0	0.0	logn	4	10.0	800.0	5	2226	1	1		-219.0613604485693
H2CCN	H3+		H2	CH3CN+				1.0	2.94e-09	5.81	2.0	0.0	logn	4	10.0	800.0	4	2227	1	1		-126.6999916229834
H2CCO	H3+		H2	CH3CO+				1.0	2.9e-09	2.37	2.0	0.0	logn	4	10.0	422.0	4	2228	1	1		-407.3846828193994
H2CCO	H3+		H2	CH3CO+				1.0	2.9e-09	2.37	2.0	0.0	logn	4	422.0	800.0	5	2228	2	1		-407.3846828193994
C2H3	H3+		H2	C2H4+				3.5e-09	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2229	1	1		-345.63698764067885
c-C3H2	H3+		H2	c-C3H3+				1.0	3.01e-09	5.54	2.0	0.0	logn	4	10.0	800.0	4	2230	1	1		-531.5987250914983
l-C3H2	H3+		H2	l-C3H3+				1.0	3.33e-09	6.11	2.0	0.0	logn	4	10.0	800.0	4	2231	1	1		-472.74199443801956
C4H	H3+		H2	C4H2+				1.0	3.72e-09	1.13	2.0	0.0	logn	4	10.0	95.0	4	2232	1	1		-472.2029792470221
C4H	H3+		H2	C4H2+				1.0	3.72e-09	1.13	2.0	0.0	logn	4	95.0	800.0	5	2232	2	1		-472.2029792470221
C4P	H3+		H2	PC4H+				1.14e-09	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2233	1	1		-2360.7812986557255
C4S	H3+		H2	HC4S+				1.0	5.1e-09	4.34	2.0	0.0	logn	4	10.0	800.0	4	2234	1	1		-523.9944626072067
C5	H3+		H2	C5H+				2e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2235	1	1		-432.7904667796954
HCOOH	H3+		H2	H2O	HCO+			0.703	2.54e-09	2.77	2.0	0.0	logn	4	10.0	574.0	4	2236	1	1		-159.09273833700348
HCOOH	H3+		H2	H2O	HCO+			0.703	2.54e-09	2.77	2.0	0.0	logn	4	574.0	800.0	5	2236	2	1		-159.09273833700348
HCOOH	H3+		CO	H2	H3O+			0.297	2.54e-09	2.77	2.0	0.0	logn	4	10.0	574.0	4	2237	1	1		-255.59590461665604
HCOOH	H3+		CO	H2	H3O+			0.297	2.54e-09	2.77	2.0	0.0	logn	4	574.0	800.0	5	2237	2	1		-255.59590461665604
CH2PH	H3+		H2	PCH4+				1.0	3.43e-09	1.26	2.0	0.0	logn	4	10.0	119.0	4	2238	1	1		-137.8840973748683
CH2PH	H3+		H2	PCH4+				1.0	3.43e-09	1.26	2.0	0.0	logn	4	119.0	800.0	5	2238	2	1		-137.8840973748683
C5H	C4H+		H	C9H+				1.0	1.46e-09	5.18	2.0	0.0	logn	4	10.0	800.0	4	2239	1	1		-361.41659067122293
CH3CCH	C4H+		H	C7H4+				6.45e-10	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2240	1	1		-260.9685236996943
C5H2	C4H+		H	C9H2+				1.85e-09	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2241	1	1		-268.8692314114521
H2	C4N+		HNC	C3H+				3e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2242	1	2		-2.6295043503024362
H2	C4N+		C3	HCNH+				3e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2243	1	2		-25.303184926034188
H2	C4N+		HCN	C3H+				3e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2244	1	2		-62.47541058262711
H2O	C4N+		HC3N	HCO+				0.5	7.45e-10	5.41	2.0	0.0	logn	4	10.0	800.0	4	2245	1	1		-338.6086787722223
H2O	C4N+		CO	HC3NH+				0.5	7.45e-10	5.41	2.0	0.0	logn	4	10.0	800.0	4	2246	1	1		-495.71695667514916
C2H2	C4N+		HCN	C5H+				8e-10	0.0	0.0	1.5	0.0	logn	4	10.0	300.0	3	2247	1	1		-149.7908355625236
CH4	C4N+		H2	H2C5N+				1e-10	0.0	0.0	1.5	0.0	logn	4	10.0	300.0	3	2248	1	1		-345.4798750832232
H2	C5+		H	C5H+				6.2e-10	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2249	1	1		-179.59083545405784
H	CH4+		H2	CH3+				1e-11	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2250	1	1		-267.40137699902147
O	CH4+		OH	CH3+				1e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2251	1	1		-255.49258619529854
CO	CH4+		CH3	HCO+				1.0	1.02e-09	0.251	2.0	0.0	logn	4	10.0	800.0	5	2252	1	1		-59.13344262156266
H2	CH4+		H	CH5+				3.5e-11	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2253	1	1		-9.578315960681678
CO2	CH4+		CH3	HOCO+				1.2e-09	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2254	1	1		-10.142107734519188
H2O	CH4+		CH3	H3O+				1.0	9.54e-10	5.41	2.0	0.0	logn	4	10.0	800.0	4	2255	1	1		-155.63660890125252
H2S	CH4+		CH3	H3S+				0.373	1.35e-09	1.77	2.0	0.0	logn	4	10.0	234.0	4	2256	1	1		-173.25230534958908
H2S	CH4+		CH3	H3S+				0.373	1.35e-09	1.77	2.0	0.0	logn	4	234.0	800.0	5	2256	2	1		-173.25230534958908
OCS	CH4+		CH3	HOCS+				0.7	1.5e-09	1.09	2.0	0.0	logn	4	10.0	90.0	4	2257	1	1		-75.62024487230397
OCS	CH4+		CH3	HOCS+				0.7	1.5e-09	1.09	2.0	0.0	logn	4	90.0	800.0	5	2257	2	1		-75.62024487230397
C2H2	CH4+		H	H2	l-C3H3+			6.25e-11	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2258	1	1		27.581541489646405
C2H2	CH4+		CH3	C2H3+				1.4e-09	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2259	1	1		-101.24828792665706
C2H2	CH4+		H	H2	c-C3H3+			6.25e-11	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2260	1	1		-84.216982926734
H2CO	CH4+		CH3	H2COH+				0.55	1.17e-09	5.15	2.0	0.0	logn	4	10.0	800.0	4	2261	1	1		-179.80928205914094
NH3	CH4+		CH3	NH4+				0.478	1.18e-09	3.65	2.0	0.0	logn	4	10.0	800.0	4	2262	1	1		-318.9966727448695
NH3	CH4+		NH2	CH5+				0.0217	1.18e-09	3.65	2.0	0.0	logn	4	10.0	800.0	4	2263	1	1		-2.4490849650937028
CH4	CH4+		CH3	CH5+				1.5e-09	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2264	1	1		-11.147695315195456
C2H4	CH4+		CH3	C2H5+				4.23e-10	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2265	1	1		-150.09441952509272
CH3OH	CH4+		CH3	CH3OH2+				0.4	1.26e-09	3.32	2.0	0.0	logn	4	10.0	800.0	4	2266	1	1		-221.9398173534975
Na	H2COH+		H	H2CO	Na+			2.6e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2267	1	1		-126.81095340040936
CH	H2COH+		H2CO	CH2+				1.0	1.13e-09	3.33	2.0	0.0	logn	4	10.0	800.0	4	2268	1	1		-19.73894108564313
HNC	H2COH+		H2CO	HCNH+				1.0	1.02e-09	6.5	2.0	0.0	logn	4	10.0	800.0	4	2269	1	1		-57.94257611726787
NH2	H2COH+		H2CO	NH3+				1.0	9.6e-10	4.6	2.0	0.0	logn	4	10.0	800.0	4	2270	1	1		-65.13628125883302
NH3	H2COH+		H2CO	NH4+				1.0	1.02e-09	3.65	2.0	0.0	logn	4	10.0	800.0	4	2271	1	1		-139.18739068572856
C	NH4+		H2	HCNH+				1e-11	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2272	1	1		-380.26780786870216
C	NH4+		H2	H2NC+				1e-11	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2273	1	1		-174.72477486627074
C	SiC2H2+		H	SiC3H+				2e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2274	1	1		-249.79649524853477
C	SiC3H+		H	SiC4+				2e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2275	1	1		-74.37446078054832
C	SiCH3+		H	SiC2H2+				2e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2276	1	1		-222.42439542333997
H2O	SiCH3+		SiCH2	H3O+				1.0	7.79e-10	5.41	2.0	0.0	logn	4	10.0	800.0	4	2277	1	1		182.93853435715323
C	SiH4+		H2	CH2Si+				3e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2278	1	1		-487.3460504954828
CO	SiH4+		SiH3	HCO+				1.0	8.47e-10	0.251	2.0	0.0	logn	4	10.0	800.0	5	2279	1	1		44.81479418859525
H2	SiH4+		H	SiH5+				1e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2280	1	1		49.82143377141777
H2O	SiH4+		SiH3	H3O+				1.0	8.19e-10	5.41	2.0	0.0	logn	4	10.0	800.0	4	2281	1	1		-51.68837209090807
CO	CH3CN+		H2CCN	HCO+				1.0	8.03e-10	0.251	2.0	0.0	logn	4	10.0	800.0	5	2282	1	1		-47.54657463691601
C	C2H4+		H2	c-C3H2+				5e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2283	1	1		-382.1519718322802
C	C2H4+		H2	l-C3H2+				5e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2284	1	1		-208.76989850972106
C	C2H4+		H	c-C3H3+				5e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2285	1	1		-466.64117764684863
C	C2H4+		H	l-C3H3+				5e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2286	1	1		-354.8426532304682
H	C2H4+		H2	C2H3+				3e-10	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2287	1	1		-150.09695287026344
N	C2H4+		H	CH3CN+				3e-10	0.0	0.0	1.8	0.0	logn	4	10.0	300.0	3	2288	1	2		-52.65312001596153
O	C2H4+		CH3	HCO+				8.4e-11	0.0	0.0	1.5	0.0	logn	4	10.0	300.0	3	2289	1	1		-330.55123132404935
O	C2H4+		HCO	CH3+				1.08e-10	0.0	0.0	1.5	0.0	logn	4	10.0	300.0	3	2290	1	1		-170.5310951653698
S	C2H4+		H	H2	HC2S+			1e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2291	1	1		128.466150379488
Si	C2H4+		H2	SiC2H2+				2e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2292	1	1		-262.5103169234229
Si	C2H4+		H	SiC2H3+				2e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2293	1	1		-213.1400753612658
CCH	C2H4+		CH2	c-C3H3+				0.25	1.35e-09	1.34	2.0	0.0	logn	4	10.0	134.0	4	2294	1	1		-172.64703828656636
CCH	C2H4+		CH2	c-C3H3+				0.25	1.35e-09	1.34	2.0	0.0	logn	4	134.0	800.0	5	2294	2	1		-172.64703828656636
CCH	C2H4+		CH2	l-C3H3+				0.25	1.35e-09	1.34	2.0	0.0	logn	4	10.0	134.0	4	2295	1	1		-60.848513870223265
CCH	C2H4+		CH2	l-C3H3+				0.25	1.35e-09	1.34	2.0	0.0	logn	4	134.0	800.0	5	2295	2	1		-60.848513870223265
CCH	C2H4+		H2	C4H3+				0.5	1.35e-09	1.34	2.0	0.0	logn	4	10.0	134.0	4	2296	1	1		-362.07653088808877
CCH	C2H4+		H2	C4H3+				0.5	1.35e-09	1.34	2.0	0.0	logn	4	134.0	800.0	5	2296	2	1		-362.07653088808877
C2H2	C2H4+		CH3	c-C3H3+				3.15e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2297	1	1		-77.08484865299918
C2H2	C2H4+		CH3	l-C3H3+				3.15e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2298	1	1		34.71367576334391
C2H2	C2H4+		H	C4H5+				1.6e-10	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2299	1	1		-33.07913385691406
c-C3H	C2H4+		CH3	C4H2+				0.75	1.29e-09	4.13	2.0	0.0	logn	4	10.0	800.0	4	2300	1	1		-190.60970771391604
c-C3H	C2H4+		H	C5H4+				0.25	1.29e-09	4.13	2.0	0.0	logn	4	10.0	800.0	4	2301	1	1		-268.54259293153814
l-C3H	C2H4+		CH3	C4H2+				0.75	1.36e-09	5.3	2.0	0.0	logn	4	10.0	800.0	4	2302	1	1		-198.74442625862838
l-C3H	C2H4+		H	C5H4+				0.25	1.36e-09	5.3	2.0	0.0	logn	4	10.0	800.0	4	2303	1	1		-276.6773114762505
NH3	C2H4+		C2H3	NH4+				0.5	1.04e-09	3.65	2.0	0.0	logn	4	10.0	800.0	4	2304	1	1		-88.47280874245278
C2H3	C2H4+		C2H2	C2H5+				5.2e-10	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2305	1	1		-222.65112311875274
C2H3	C2H4+		H2	C4H5+				5.2e-10	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2306	1	1		-312.45166280286253
c-C3H2	C2H4+		CH3	C4H3+				0.75	1.25e-09	5.54	2.0	0.0	logn	4	10.0	800.0	4	2307	1	1		-148.62895720599428
c-C3H2	C2H4+		H	C5H5+				0.25	1.25e-09	5.54	2.0	0.0	logn	4	10.0	800.0	4	2308	1	1		-199.8895171667398
l-C3H2	C2H4+		CH3	C4H3+				0.75	1.38e-09	6.11	2.0	0.0	logn	4	10.0	800.0	4	2309	1	1		-201.57075096893334
l-C3H2	C2H4+		H	C5H5+				0.25	1.38e-09	6.11	2.0	0.0	logn	4	10.0	800.0	4	2310	1	1		-252.8313109296789
C4H	C2H4+		CH3	C5H2+				0.75	1.48e-09	1.13	2.0	0.0	logn	4	10.0	95.0	4	2311	1	1		-32.135250781950745
C4H	C2H4+		CH3	C5H2+				0.75	1.48e-09	1.13	2.0	0.0	logn	4	95.0	800.0	5	2311	2	1		-32.135250781950745
C4H	C2H4+		H	C6H4+				0.25	1.48e-09	1.13	2.0	0.0	logn	4	10.0	95.0	4	2312	1	1		-248.1959640716182
C4H	C2H4+		H	C6H4+				0.25	1.48e-09	1.13	2.0	0.0	logn	4	95.0	800.0	5	2312	2	1		-248.1959640716182
HC3N	C2H4+		C2H3	HC3NH+				1.0	1.33e-09	5.44	2.0	0.0	logn	4	10.0	800.0	4	2313	1	1		14.282143477852534
C2H4	C2H4+		CH3	C3H5+				7.3e-10	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2314	1	1		-23.943950082494357
C2H4	C2H4+		H	C4H7+				7.2e-11	0.0	0.0	1.25	0.0	logn	4	10.0	300.0	3	2315	1	1		-44.237339049374924
CH2CCH	C2H4+		CH4	C4H3+				0.333	1.37e-09	0.17	2.0	0.0	logn	4	10.0	800.0	5	2316	1	1		-219.9417775698276
CH2CCH	C2H4+		H2	C5H5+				0.333	1.37e-09	0.17	2.0	0.0	logn	4	10.0	800.0	5	2317	1	1		-272.7717168850869
C4H2	C2H4+		CH3	C5H3+				5e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2318	1	1		-27.377503104549756
C4H2	C2H4+		H2	C6H4+				5e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2319	1	1		-130.7134887587666
C5H	C2H4+		CH3	C6H2+				0.75	1.73e-09	5.18	2.0	0.0	logn	4	10.0	800.0	4	2320	1	1		-238.83040578221923
C5H	C2H4+		H	C7H4+				0.25	1.73e-09	5.18	2.0	0.0	logn	4	10.0	800.0	4	2321	1	1		-284.77577186324163
CH3CCH	C2H4+		CH3	C4H5+				7.45e-10	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2322	1	1		-64.58105097860184
C5H2	C2H4+		CH3	C6H3+				1.66e-09	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2323	1	1		-254.3824249419397
C5H2	C2H4+		H	C7H5+				5.52e-10	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2324	1	1		-265.57359854046274
C6H	C2H4+		CH3	C7H2+				7.65e-09	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2325	1	1		-65.44423667908382
C6H	C2H4+		H	C8H4+				2.55e-09	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2326	1	1		-274.8461038516668
C6H2	C2H4+		CH3	C7H3+				5e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2327	1	1		-61.17349303394816
C6H2	C2H4+		H2	C8H4+				5e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2328	1	1		-169.70875673411203
C7H	C2H4+		CH3	C8H2+				6.75e-09	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2329	1	1		-270.6968893596956
C7H	C2H4+		H	C9H4+				2.25e-09	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2330	1	1		-1903.5381832533842
C7H2	C2H4+		H2	C9H4+				5.27e-10	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2331	1	1		-2006.3876059594058
C7H2	C2H4+		CH3	C8H3+				1.58e-09	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	2332	1	1		-294.2262808369397
C	c-C3H3+		H2	C4H+				1e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2333	1	1		-4.128593550986373
C	c-C3H3+		H	C4H2+				1e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2334	1	1		-117.241895216026
C	l-C3H3+		H2	C4H+				1e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2335	1	1		-115.92711796732947
C	l-C3H3+		H	C4H2+				1e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2336	1	1		-229.0404196323691
O	c-C3H3+		CO	C2H3+				4.5e-11	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2337	1	1		-295.58122797610724
O	l-C3H3+		CO	C2H3+				4.5e-11	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2338	1	1		-407.37975239245037
S	c-C3H3+		H2	HC3S+				1e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2339	1	1		-146.93382899453047
S	l-C3H3+		H2	HC3S+				1e-09	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2340	1	1		-258.73235341087354
Si	c-C3H3+		H2	SiC3H+				2e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2341	1	1		-45.665634525034456
Si	c-C3H3+		H	SiC3H2+				2e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2342	1	1		-4.7559623372665145
Si	l-C3H3+		H2	SiC3H+				2e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2343	1	1		-157.4641589415268
Si	l-C3H3+		H	SiC3H2+				2e-10	0.0	0.0	2.0	0.0	logn	4	10.0	300.0	3	2344	1	1		-116.55448675375885
CCH	c-C3H3+		H2	C5H2+				0.5	1.26e-09	1.34	2.0	0.0	logn	4	10.0	134.0	4	2345	1	1		44.420712122375825
CCH	c-C3H3+		H2	C5H2+				0.5	1.26e-09	1.34	2.0	0.0	logn	4	134.0	800.0	5	2345	2	1		44.420712122375825
CCH	c-C3H3+		H	C5H3+				0.5	1.26e-09	1.34	2.0	0.0	logn	4	10.0	134.0	4	2346	1	1		-68.30401551307479
CCH	c-C3H3+		H	C5H3+				0.5	1.26e-09	1.34	2.0	0.0	logn	4	134.0	800.0	5	2346	2	1		-68.30401551307479
CCH	l-C3H3+		H	C5H3+				0.5	1.26e-09	1.34	2.0	0.0	logn	4	10.0	134.0	4	2347	1	1		-180.10253992941787
